name,region,province
Cvo Omega Akademie,Kareedouw,Eastern Cape
Cwaka Junior Secondary School,Bizana,Eastern Cape
Cwala Combined Primary School,Peddie,Eastern Cape
Cwalinkungu Junior Secondary School,Mount Frere,Eastern Cape
Cwaru Primary School,Middledrift,Eastern Cape
Cwebe Junior Secondary School,Elliotdale,Eastern Cape
Cwebeni Junior Secondary School,Mount Frere,Eastern Cape
Cwecweni Junior Secondary School,Cofimvaba,Eastern Cape
Cwecweni Primary School,Kwt,Eastern Cape
Cwecweni Senior Secondary School,Engcobo,Eastern Cape
Cwele Public Junior Secondary School,Libode,Eastern Cape
Cwengcwana Primary School,Stutterheim,Eastern Cape
D D Siwisa Primary School,Grahamstown,Eastern Cape
D D T Jabavu Secondary School,Port Elizabeth,Eastern Cape
D F Malherbe High School,Port Elizabeth,Eastern Cape
D G Cossie Public Primary School,Cathcart,Eastern Cape
D M Skosana Senior Secondary School,Cala,Eastern Cape
D R C Junior Secondary School,Tsolo,Eastern Cape
D Z Dumezweni Senior Secondary School,Tabankulu,Eastern Cape
Dabula Junior Secondary School,Mount Frere,Eastern Cape
Dabulamanzi Junior Secondary School,Elliotdale,Eastern Cape
Dabulamanzi Senior Primary School,Ncora,Eastern Cape
Dabulingwe Senior Primary School,Engcobo,Eastern Cape
Dakane Senior Primary School,Lusikisiki,Eastern Cape
Dakhile Junior Secondary School,Flagstaff,Eastern Cape
Dalaguba Junior Secondary School,Libode,Eastern Cape
Dalasile Junior Secondary School,Queenstown,Eastern Cape
Dale College,King Williams Town,Eastern Cape
Dale College Boys' Primary School,King Williams Town,Eastern Cape
Dale Junior Secondary School,Idutywa,Eastern Cape
Daleview Primary School,Steytlerville,Eastern Cape
Dalibango Junior Secondary School,Ugie,Eastern Cape
Dalibango Senior Primary School,Mthatha,Eastern Cape
Dalibaso Senior Secondary School,Mqanduli,Eastern Cape
Dalibhunga Senior Primary School,Lusikisiki,Eastern Cape
Dalibunga Comp High School,Ngqeleni,Eastern Cape
Dalibunga Junior Secondary School,Libode,Eastern Cape
Daligqili Junior Secondary School,Engcobo,Eastern Cape
Dalindyebo Senior Primary School,Tabankulu,Eastern Cape
Dalindyebo Senior Secondary School,Port Elizabeth,Eastern Cape
Dalisizwe Pjs School,Cofimvaba,Eastern Cape
Dalisoka Junior Primary School,Libode,Eastern Cape
Daliwe Senior Primary School,Cathcart,Eastern Cape
Daliwonga Senior Secondary School,Cofimvaba,Eastern Cape
Dalrose Primary School,Uitenhage,Eastern Cape
Dalubuhle Junior Secondary School,Cofimvaba,Eastern Cape
Dalubuhle Secondary School,Alice,Eastern Cape
Dalubuzwe Primary School,Whittlesea,Eastern Cape
Dalubuzwe Senior Primary School,Komani,Eastern Cape
Daluhlanga Senior Secondary School,Flagstaff,Eastern Cape
Dalukanyo Senior Primary School,Butterworth,Eastern Cape
Dalukhanyo Junior Primary School,Bizana,Eastern Cape
Dalukhanyo Junior Secondary School,Centane,Eastern Cape
Dalukhanyo Senior Secondary School,Idutywa,Eastern Cape
Dalukukhanya Senior Primary School,Nqamakwe,Eastern Cape
Dalukulunga Senior Primary School,Mthatha,Eastern Cape
Daluvuyo Primary School,Steynsburg,Eastern Cape
Daluxolo Junior Primary School,Tabankulu,Eastern Cape
Daluxolo Junior Secondary School,King Williams Town,Eastern Cape
Daluxolo Primary School,Fort Beaufort,Eastern Cape
Daluxolo Senior Primary School,Engcobo,Eastern Cape
Dam Dam Primary School,Peddie,Eastern Cape
Damane Senior Primary School,Ncora,Eastern Cape
Damba Junior Secondary School,Ntabankulu,Eastern Cape
Dambeni Senior Primary School,Tabankulu,Eastern Cape
Dambuza Public Primary School,Portalfred,Eastern Cape
Dangeni Senior Primary School,Bizana,Eastern Cape
Danger'S Hoek Junior Secondary School,Sterkspruit,Eastern Cape
Dangwana Junior Secondary School,Mount Frere,Eastern Cape
Dangwana Senior Secondary School,Mount Frere,Eastern Cape
Daniel Mpendu Primary School,King Williams Town,Eastern Cape
Daniel Pienaar Tech High School,Uitenhage,Eastern Cape
Daniels Public Primary School,Kwazakhele,Eastern Cape
Daninge L/H Primary School,Wesley,Eastern Cape
Darabe Junior Secondary School,Mthatha,Eastern Cape
David Livingstone Secondary School,Schauderville,Eastern Cape
David Mama Senior Secondary School,East London,Eastern Cape
David Vuku Primary School,Port Elizabeth,Eastern Cape
Davidson Preparatory School,Alice,Eastern Cape
Davies Junior Secondary School,Butterworth,Eastern Cape
Dawuwa Primary School,Middledrift,Eastern Cape
Dayimane Junior Secondary School,Idutywa,Eastern Cape
Daza Junior Secondary School,Tsomo,Eastern Cape
De Hoop (Drc) Primary School,Graaff-Reinet,Eastern Cape
De Hoop Primary School,Middleton,Eastern Cape
De Hoop Senior Primary School,Ladyfrere,Eastern Cape
De La Ray Mkatshwa Junior Secondary School,Port St Johns,Eastern Cape
De Mistkraal Primary School,Patensie,Eastern Cape
De Villiers Mpangele Junior Secondary School,Bizana,Eastern Cape
de Vos Malan High School,King Williams Town,Eastern Cape
De Vos Malan Primary School,Port Elizabeth,Eastern Cape
Debe Marela Primary School,King Williams Town,Eastern Cape
Debe Primary School,King Williams Town,Eastern Cape
Debe Valley Primary School,King Williams Town,Eastern Cape
Debera Junior Secondary School,Sterkspruit,Eastern Cape
Dedelo Junior Secondary School,Mount Ayliff,Eastern Cape
Dedeni Jps,Johannesburg,Eastern Cape
Deep Level Junior Secondary School,Libode,Eastern Cape
Delityala Senior Primary School,Libode,Eastern Cape
Delvine Junior Secondary School,Cala,Eastern Cape
Dengwane Junior Secondary School,Willowvale,Eastern Cape
Despatch High School,Despatch,Eastern Cape
Despatch Preparatory School,Despatch,Eastern Cape
Despatch Primary School,Despatch,Eastern Cape
Detyana Junior Secondary School,Qumbu,Eastern Cape
Diamond Junior Secondary School,Bizana,Eastern Cape
Dias Farm School,Port Elizabeth,Eastern Cape
Diaz Primary School,Port Elizabeth,Eastern Cape
Dibinkonzo Junior Secondary School,Sterkspruit,Eastern Cape
Dickson Dyani Senior Primary School,East London,Eastern Cape
Didi Junior Secondary School,Engcobo,Eastern Cape
Didi Senior Primary School,Bizana,Eastern Cape
Didwayo Senior Primary School,Elliotdale,Eastern Cape
Die Heuwel Primary School,Port Elizabeth,Eastern Cape
Dietrich Primary School,Port Elizabeth,Eastern Cape
Dikela Junior Secondary School,Libode,Eastern Cape
Dikela Springs Junior Secondary School,Ngqeleni,Eastern Cape
Dikeni Junior Primary School,Alice,Eastern Cape
Dikidikana Primary School,Debenek,Eastern Cape
Dikishe Junior Secondary School,Mthatha,Eastern Cape
Dikiso Junior Secondary School,Ngqeleni,Eastern Cape
Diko Junior Secondary School,Port St Johns,Eastern Cape
Dilikile Junior Secondary School,Mthatha,Eastern Cape
Diliza Junior Secondary School,Flagstaff,Eastern Cape
Dilizintaba Junior Primary Shcool,Nyandeni,Eastern Cape
Dilizintaba Senior Secondary School,Tsolo,Eastern Cape
Dimanda Senior Secondary School,Ngqeleni,Eastern Cape
Dimbaza Central Junior Secondary School,Dimbaza,Eastern Cape
Dimbaza Primary School,Dimbaza,Eastern Cape
Dindala Primary School,Peddie,Eastern Cape
Dingana Senior Primary School,Lusikisiki,Eastern Cape
Dingezweni Junior Secondary School,Mount Frere,Eastern Cape
Dingilizwe Senior Primary School,Libode,Eastern Cape
Dingiswayo Junior Secondary School,Kokstad,Eastern Cape
Dininkosi Junior Secondary School,Libode,Eastern Cape
Dinizulu High School,Idutywa,Eastern Cape
Dinizulu Junior Secondary School,Mqanduli,Eastern Cape
Dinizulu Senior Secondary School,Engcobo,Eastern Cape
Dinwayo Junior Secondary School,Kokstad,Eastern Cape
Diocesan School For Girls,Grahamstown,Eastern Cape
Diphana Senior Primary School,Sterkspruit,Eastern Cape
Dish Primary School,Alice,Eastern Cape
Diya Junior Secondary School,Butterworth,Eastern Cape
Dlakavu Pjs School,Queenstown,Eastern Cape
Dlangezwa Senior Primary School,Bizana,Eastern Cape
Dlepu Junior Primary School,Flagstaff,Eastern Cape
Dlepu Junior Secondary School,Butterworth,Eastern Cape
Dlukulwana Junior Secondary School,Libode,Eastern Cape
Dlulisa High School,Butterworth,Eastern Cape
Dlungwana Senior Primary School,Bizana,Eastern Cape
Dobe Junior Secondary School,Mqanduli,Eastern Cape
Dokodela Junior Secondary School,Ngqeleni,Eastern Cape
Dokodela Senior Primary School,Libode,Eastern Cape
Dolophini Senior Secondary School,Engcobo,Eastern Cape
Dondashe High School,Kentani,Eastern Cape
Dondashe Senior Secondary School,King Williams Town,Eastern Cape
Dongwe Combined Primary School,East London,Eastern Cape
Dordrecht High School,Dordrecht,Eastern Cape
Dordrecht Primary School,Dordrecht,Eastern Cape
Douglas Junior Secondary School,Idutywa,Eastern Cape
Douglas Mbopa Secondary School,Swartkops,Eastern Cape
Douglas Ross Primary School,Keiskammahoek,Eastern Cape
Dower Practising School,Uitenhage,Eastern Cape
Dr A W Habelgaarn Primary School,Saltville,Eastern Cape
Dr Viljoen Primary School,Port Elizabeth,Eastern Cape
Draaibosch Farm School,East London,Eastern Cape
Draaifontein Junior Secondary School,Elliotdale,Eastern Cape
Drie Kuilen Primary School,Steytlerville,Eastern Cape
DSG,Grahamstown,Eastern Cape
Du Preez Primary School,Patensie,Eastern Cape
Duba Junior Primary School,Matatiele,Eastern Cape
Dube Primary School,King Williams Town,Eastern Cape
Dubu Primary School,King Williams Town,Eastern Cape
Dubulingqanga Primary School,Tsolo,Eastern Cape
Dudumashe Junior Primary School,Qamata,Eastern Cape
Dudumashe Junior Secondary School,Nqamakwe,Eastern Cape
Dudumayo Senior Secondary School,Mqanduli,Eastern Cape
Dudumeni Senior Secondary School,Flagstaff,Eastern Cape
Duff Junior Secondary School,Idutywa,Eastern Cape
Dukatole Junior Secondary School,Mthatha,Eastern Cape
Duli Junior Secondary School,Cofimvaba,Eastern Cape
Dumakude Junior Primary School,Ntabankulu,Eastern Cape
Dumalisile Comprehensive High,Willowvale,Eastern Cape
Dumalisile Junior Secondary School,Mthatha,Eastern Cape
Dumalisile Senior Secondary School,King Williams Town,Eastern Cape
Dumalitshona Senior Primary School,Mthatha,Eastern Cape
Dumaneni Junior Secondary School,Qumbu,Eastern Cape
Dumani Primary School,Keiskammahoek,Eastern Cape
Dumaninonke Junior Secondary School,Tsolo,Eastern Cape
Dumasi Senior Primary School,Port St Johns,Eastern Cape
Dumba Pjs School,Qumbu,Eastern Cape
Dum-Dum Senior Primary School,Queenstown,Eastern Cape
Dumela Junior Secondary School,Tabankulu,Eastern Cape
Dumelani Primary School,Alicedale,Eastern Cape
Dumezweni Junior Secondary School,Lusikisiki,Eastern Cape
Dumezweni Senior Primary School,Mount Frere,Eastern Cape
Dumezweni Senior Secondary School,Tabankulu,Eastern Cape
Dumile Primary School,Mount Frere,Eastern Cape
Dumile Senior Primary School,Bizana,Eastern Cape
Dumisa Junior Primary School,Mount Ayliff,Eastern Cape
Dumrana Senior Secondary School,Mthatha,Eastern Cape
Dumsi Junior Secondary School,Matatiele,Eastern Cape
Dumsi Senior Secondary School,Mount Frere,Eastern Cape
Dunbrody Farm School,Summerville,Eastern Cape
Duncan Village Public School,East London,Eastern Cape
Dungu Junior Secondary School,Mount Frere,Eastern Cape
Dunskye Primary School,Cathcart,Eastern Cape
Dutyini Junior Secondary School,Bizana,Eastern Cape
Dwadwa Public School,East London,Eastern Cape
Dwayi Senior Primary School,Cofimvaba,Eastern Cape
Dweba Senior Secondary School,Mount Frere,Eastern Cape
Dyaba Junior Secondary School,Elliotdale,Eastern Cape
Dyam Dyam Primary School,East London,Eastern Cape
Dyantyi Junior Secondary School,Kentane,Eastern Cape
Dyifani Junior Secondary School,Bizana,Eastern Cape
Dyobudaka Senior Primary School,Ladyfrere,Eastern Cape
Dyofile Senior Primary School,Cofimvaba,Eastern Cape
E Macembe Junior Primary School,Cradock,Eastern Cape
E N Seku Secondary School,Mthatha,Eastern Cape
E W Pearce Junior Secondary School,Mthatha,Eastern Cape
E Z Kabane High School,Port Elizabeth,Eastern Cape
E Z Pondo Junior Primary School,King Williams Town,Eastern Cape
Eagerton Junior Secondary School,Mthatha,Eastern Cape
Eardley Junior Primary School,Whittlesea,Eastern Cape
East Bank Junior Secondary School,Tsomo,Eastern Cape
East London Rc Primary School,East London,Eastern Cape
East London Science College,East London,Eastern Cape
East London Secondary School,East London,Eastern Cape
East Upper Qombolo Junior Secondary School,Centane,Eastern Cape
Ebeneza Christian School,Butterworth,Eastern Cape
Ebenezer Junior School,Port Elizabeth,Eastern Cape
Ebenezer Junior Secondary School,Port Edward,Eastern Cape
Ebenezer Majombozi High School,East London,Eastern Cape
Ebenezer Nyathi Senior Secondary School,Sterkspruit,Eastern Cape
Ebhotwe Junior Primary School,East London,Eastern Cape
Eblorweni Senior Primary School,Bizana,Eastern Cape
Ebongweni Public Primary School,Port Elizabeth,Eastern Cape
Ebuchele Junior Secondary School,Lusikisiki,Eastern Cape
Ebuhlanyanga Junior Secondary School,Lusikisiki,Eastern Cape
Ebuntu Junior Secondary School,Mthatha,Eastern Cape
Ebuntu Senior Primary School,Cofimvaba,Eastern Cape
Echibini Senior Secondary School,Indwe,Eastern Cape
Edelweiss Primary School,Molteno,Eastern Cape
Eden Christian School,King Williams Town,Eastern Cape
Edendale Junior Secondary School,Queenstown,Eastern Cape
Edlelweni Public Primary School,Mlungisi,Eastern Cape
Edolopini Junior Secondary School,Holycross,Eastern Cape
Ed-U-College,Central,Eastern Cape
Ed-U-College Combined School,Central,Eastern Cape
Ed-U-College Qq Ii/S,Central,Eastern Cape
Ed-U-College Qq Si/S,Central,Eastern Cape
Ed-U-College Welkom Ci/S,Central,Eastern Cape
Edward Zibi Senior Secondary School,Matatiele,Eastern Cape
Edward'S Hope Junior Secondary School,Matatiele,Eastern Cape
Eensaamdal Junior Primary School,Alice,Eastern Cape
Egqili Senior Secondary School,Aliwal North,Eastern Cape
Egugwini Junior Secondary School,Mount Ayliff,Eastern Cape
Ekukhanyeni Senior Primary School,Keiskammahoek,Eastern Cape
Ekuphumleni Junior Primary School,King Williams Town,Eastern Cape
Ekuphumleni Secondary School,Middleburg,Eastern Cape
Ekuphumleni Senior Secondary School,Whittelesea,Eastern Cape
Ekupumleni Junior Secondary School,Flagstaff,Eastern Cape
Ekuzoleni Senior Primary School,Sterkspruit,Eastern Cape
El Shaddai Christian Academy,Port Alfred,Eastern Cape
Elandhoogte Farm School,Maclear,Eastern Cape
Elandsdrift (Pres) Primary School,Adelaide,Eastern Cape
Elethu Primary School,Alice,Eastern Cape
Elijah Christian School,Wavecrest,Eastern Cape
Elijah Mgijima Primary School,Alice,Eastern Cape
Elinus Primary School,Cradock,Eastern Cape
Elitheni Senior Primary School,East London,Eastern Cape
Elityeni Senior Primary School,Bizana,Eastern Cape
Ellen Olivier Primary School,Middleburg,Eastern Cape
Elliot High School,Elliotdale,Eastern Cape
Elliot Ndabankulu Makaula Primary School,Mount Frere,Eastern Cape
Elliotdale Tech Senior Secondary School,Elliotdale,Eastern Cape
Elliotdale Village Junior Secondary School,Elliotdale,Eastern Cape
Elmor Primary School,Willowmore,Eastern Cape
Elucwecwe Pjs School,Engcobo,Eastern Cape
Eludikidi Senior Primary School,Ngqeleni,Eastern Cape
Elufefeni Primary School,Port Elizabeth,Eastern Cape
Eluhewini Pjs School,Engcobo,Eastern Cape
Elukhanyisweni College,Butterworth,Eastern Cape
Elukhanyisweni Senior Primary School,Mthatha,Eastern Cape
Elukhanyisweni Senior Secondary School,Tsomo,Eastern Cape
Elukholweni Junior Secondary School,Matatiele,Eastern Cape
Elumanyanweni Public School,P Ort Elizabeth,Eastern Cape
Eluncedweni Junior Primary School,Mount Ayliff,Eastern Cape
Elundini Primary School,Redhouse,Eastern Cape
Elunyaweni Junior Secondary School,Ugie,Eastern Cape
Eluthulini Junior Secondary School,Bizana,Eastern Cape
Eluthuthu Primary School,Sterkstroom,Eastern Cape
Eluxolweni Junior Primary School,Butterworth,Eastern Cape
Ely Primary School,Alice,Eastern Cape
Emabaleni Combined School,East London,Eastern Cape
Emabhekuteni Senior Primary School,Bizana,Eastern Cape
Emafini Primary School,Port Elizabeth,Eastern Cape
Emajwareni Public School,Stutterheim,Eastern Cape
Emangquzu Junior Secondary School,Flagstaff,Eastern Cape
Emantlaneni Junior Secondary School,Lusikisiki,Eastern Cape
Emaqwatini Junior Secondary School,Queenstown,Eastern Cape
Emaweni Junior Secondary School,Mthatha,Eastern Cape
Emaxhegwini Junior Secondary School,Mount Frere,Eastern Cape
Emazimeni Junior Secondary School,Queenstown,Eastern Cape
Emazizini Senior Primary School,Matatiele,Eastern Cape
Embandana Senior Primary School,Redoubt,Eastern Cape
Embekweni Junior Primary School,East London,Eastern Cape
Embizeni Junior Secondary School,Matatiele,Eastern Cape
Embobeni Junior Secondary School,Bizana,Eastern Cape
Emceteni Junior Secondary School,Flagstaff,Eastern Cape
Emdeni Junior Secondary School,Cedarville,Eastern Cape
Emdeni Senior Primary School,Mount Fletcher,Eastern Cape
Emdikisweni Junior Secondary School,Flagstaff,Eastern Cape
Emdizeni Primary School,King Williams Town,Eastern Cape
Emfuleni Lhp School,Whittlesea,Eastern Cape
Emfundweni Primary School,Port Elizabeth,Eastern Cape
Emfundweni Senior Secondary School,Peddie,Eastern Cape
